"","X10619_tumor.printed_rna"
"SDR16C6P",0
"SDR39U1",2723
"SDR42E1",0
"SDR42E1P1",0
"SDR42E1P2",0
"SDR42E1P3",0
"SDR42E1P4",0
"SDR42E1P5",0
"SDR42E2",0
"SDR9C7",0
"SDS",2692
"SDSL",0
"SEBOX",0
"SEC11A",2
"SEC11B",0
"SEC11C",0
"SEC13",13
"SEC13P1",16
"SEC14L1",9
"SEC14L1P1",0
"SEC14L2",81
"SEC14L3",0
"SEC14L4",4
"SEC14L5",0
"SEC14L6",0
"SEC16A",20
"SEC16B",0
"SEC1P",2
"SEC22A",0
"SEC22B",0
"SEC22B2",0
"SEC22B3",0
"SEC22B4P",0
"SEC22C",78
"SEC23A",17
"SEC23A-AS1",94
"SEC23B",0
"SEC23IP",3
"SEC24A",0
"SEC24AP1",0
"SEC24B",5
"SEC24B-AS1",8
"SEC24C",5
"SEC24D",4
"SEC31A",13
"SEC31B",29
"SEC61A1",35
"SEC61A2",563
"SEC61B",0
"SEC61G",0
"SEC62",7
"SEC62-AS1",373
"SEC63",12
"SEC63P1",386
"SEC63P2",0
"SECISBP2",0
"SECISBP2L",0
"SECTM1",25
"SEH1L",15
"SEL1L",10
"SEL1L2",1
"SEL1L3",2
"SELE",0
"SELENBP1",10
"SELENOF",0
"SELENOH",0
"SELENOI",6
"SELENOK",0
"SELENOKP1",0
"SELENOKP2",0
"SELENOKP3",2
"SELENOM",54
"SELENON",35
"SELENOO",547
"SELENOOLP",0
"SELENOP",41
"SELENOS",8
"SELENOT",17
"SELENOTP1",0
"SELENOTP2",0
"SELENOV",0
"SELENOW",2
"SELENOWP1",0
"SELL",0
"SELP",0
"SELPLG",0
"SEM1",6
"SEM1P1",0
"SEMA3A",0
"SEMA3B",4
"SEMA3B-AS1",12
"SEMA3C",0
"SEMA3D",0
"SEMA3E",0
"SEMA3F",416
"SEMA3F-AS1",1012
"SEMA3G",0
"SEMA4A",0
"SEMA4B",1612
"SEMA4C",31
"SEMA4D",458
"SEMA4F",0
"SEMA4G",789
"SEMA5A",0
"SEMA5A-AS1",1
"SEMA5B",0
"SEMA6A",110
"SEMA6A-AS1",22
"SEMA6A-AS2",1
"SEMA6B",0
"SEMA6C",2
"SEMA6D",0
"SEMA7A",0
"SEMG1",0
"SEMG2",0
"SENCR",4
"SENP1",3
"SENP2",8
"SENP3",2
"SENP3-EIF4A1",0
"SENP5",512
"SENP6",1
"SENP7",0
"SENP8",13
"SEPHS1",1
"SEPHS1P1",1
"SEPHS1P4",0
"SEPHS1P6",8
"SEPHS1P7",0
"SEPHS2",8
"SEPHS2P1",0
"SEPSECS",1
"SEPSECS-AS1",3
"SEPT1",54
"SEPT10",5
"SEPT10P1",0
"SEPT11",25
"SEPT12",0
"SEPT14",0
"SEPT14P1",0
"SEPT14P12",0
"SEPT14P17",0
"SEPT14P19",0
"SEPT14P2",0
"SEPT14P21",0
"SEPT14P24",0
"SEPT14P3",0
"SEPT14P4",0
"SEPT14P8",0
"SEPT2",298
"SEPT2P1",0
"SEPT3",4
"SEPT4",22
"SEPT4-AS1",27
"SEPT5",0
"SEPT5-GP1BB",0
"SEPT6",5
"SEPT7",5
"SEPT7-AS1",0
"SEPT7P1",7
"SEPT7P2",0
"SEPT7P3",0
"SEPT7P4",0
"SEPT7P5",0
"SEPT7P6",15
"SEPT7P7",0
"SEPT7P8",0
"SEPT7P9",35
"SEPT8",10
"SEPT9",9
"SERAC1",3
"SERBP1",2
"SERBP1P1",0
"SERBP1P2",0
"SERBP1P3",0
"SERBP1P4",0
"SERBP1P5",0
"SERBP1P6",66
"SERF1A",0
"SERF1AP1",0
"SERF1B",0
"SERF2",18
"SERGEF",0
"SERHL",331
"SERHL2",96
"SERINC1",2
"SERINC2",24
"SERINC3",115
"SERINC4",118
"SERINC5",2
"SERP1",115
"SERP2",13
"SERPINA1",67
"SERPINA10",0
"SERPINA11",3
"SERPINA12",186
"SERPINA13P",0
"SERPINA15P",0
"SERPINA2",0
"SERPINA3",6
"SERPINA4",116
"SERPINA5",367
"SERPINA6",0
"SERPINA7",4
"SERPINA7P1",0
"SERPINA9",1
"SERPINB1",3
"SERPINB10",0
"SERPINB11",0
"SERPINB12",0
"SERPINB13",0
"SERPINB2",0
"SERPINB3",0
"SERPINB4",0
"SERPINB5",0
"SERPINB6",2
"SERPINB7",0
"SERPINB8",4
"SERPINB8P1",0
"SERPINB9",3
"SERPINB9P1",3
"SERPINC1",40
"SERPIND1",62
"SERPINE1",25
"SERPINE2",0
"SERPINE3",363
"SERPINE4P",0
"SERPINF1",20
"SERPINF2",34
"SERPING1",131
"SERPINH1",4
"SERPINH1P1",0
"SERPINI1",1
"SERPINI2",0
"SERTAD1",0
"SERTAD2",0
"SERTAD3",0
"SERTAD4",0
"SERTAD4-AS1",0
"SERTM1",0
"SERTM2",0
"SESN1",6
"SESN2",0
"SESN3",15
"SESTD1",0
"SET",31
"SETBP1",12
"SETD1A",39
"SETD1B",6
"SETD2",12
"SETD3",9
"SETD4",2
"SETD5",2
"SETD6",406
"SETD6P1",0
"SETD7",16
"SETD8P1",0
"SETD9",5
"SETDB1",463
"SETDB2",0
"SETMAR",47
"SETP1",0
"SETP10",12
"SETP11",0
"SETP12",0
"SETP14",0
"SETP15",0
"SETP16",0
"SETP17",0
"SETP2",0
"SETP20",2
"SETP21",0
"SETP22",0
"SETP3",0
"SETP4",0
"SETP5",20
"SETP6",0
"SETP7",0
"SETP8",0
"SETP9",0
"SETSIP",0
"SETX",2
"SEZ6",9
"SEZ6L",0
"SEZ6L2",0
"SF1",11
"SF3A1",9
"SF3A2",2
"SF3A3",2
"SF3A3P1",55
"SF3A3P2",2
"SF3B1",0
"SF3B2",6
"SF3B3",1
"SF3B4",3
"SF3B5",0
"SF3B6",8
"SFI1",252
"SFMBT1",3
"SFMBT2",0
"SFN",0
"SFPQ",16
"SFPQP1",0
"SFR1",0
"SFR1P1",0
"SFR1P2",0
"SFRP1",0
"SFRP2",0
"SFRP4",11
"SFRP5",2
"SFSWAP",8
"SFT2D1",0
"SFT2D2",0
"SFT2D3",545
"SFTA1P",0
"SFTA2",0
"SFTA3",0
"SFTPA1",2
"SFTPA2",0
"SFTPA3P",0
"SFTPB",4
"SFTPC",0
"SFTPD",0
"SFTPD-AS1",0
"SFXN1",3
"SFXN2",0
"SFXN3",5
"SFXN4",558
"SFXN5",2
"SGCA",0
"SGCB",0
"SGCD",0
"SGCE",16
"SGCG",0
"SGCZ",0
"SGF29",850
"SGIP1",1
"SGK1",20
"SGK2",0
"SGK3",6
"SGK494",16
"SGMS1",28
"SGMS1-AS1",2
"SGMS2",105
"SGO1",6
"SGO1-AS1",13
"SGO1P1",0
"SGO1P2",0
"SGO2",29
"SGPL1",1286
"SGPP1",0
"SGPP2",0
"SGSH",21
"SGSM1",0
"SGSM2",6
"SGSM3",1
"SGTA",0
"SGTB",201
"SH2B1",13
"SH2B2",0
"SH2B3",208
"SH2D1A",0
"SH2D1B",3
"SH2D2A",0
"SH2D3A",201
"SH2D3C",2
"SH2D4A",5
"SH2D4B",0
"SH2D5",0
"SH2D6",0
"SH2D7",1
"SH3BGR",0
"SH3BGRL",0
"SH3BGRL2",0
"SH3BGRL3",0
"SH3BP1",1
"SH3BP2",2
"SH3BP4",11
"SH3BP5",349
"SH3BP5-AS1",611
"SH3BP5L",0
"SH3D19",4417
"SH3D21",69
"SH3GL1",237
"SH3GL1P1",0
"SH3GL1P2",0
"SH3GL1P3",121
"SH3GL2",0
"SH3GL3",0
"SH3GLB1",0
"SH3GLB2",97
"SH3KBP1",2
"SH3PXD2A",18
"SH3PXD2A-AS1",12
"SH3PXD2B",0
"SH3RF1",0
"SH3RF2",8
"SH3RF3",0
"SH3RF3-AS1",9
"SH3TC1",0
"SH3TC2",1
"SH3TC2-DT",0
"SH3YL1",2
"SHANK1",0
"SHANK2",18
"SHANK2-AS1",114
"SHANK2-AS2",26
"SHANK2-AS3",63
"SHANK3",4
"SHARPIN",5428
"SHB",32
"SHBG",3
"SHC1",24
"SHC1P1",0
"SHC1P2",0
"SHC2",12
"SHC3",38
"SHC4",0
"SHCBP1",0
"SHCBP1L",0
"SHD",0
"SHE",4131
"SHF",15
"SHH",1
"SHISA2",0
"SHISA3",0
"SHISA4",3
"SHISA5",88
"SHISA6",0
"SHISA7",2
"SHISA8",3738
"SHISA9",0
"SHISAL1",0
"SHISAL2A",0
"SHISAL2B",1
"SHKBP1",0
"SHLD1",0
"SHLD2",2693
"SHLD2P1",1
"SHLD2P2",16
"SHLD2P3",2
"SHLD3",0
"SHMT1",12
"SHMT1P1",20
"SHMT2",376
"SHOC2",0
"SHOX",0
"SHOX2",0
"SHPK",0
"SHPRH",51
"SHQ1",0
"SHQ1P1",61
"SHROOM1",33
"SHROOM2",6
"SHROOM2P1",0
"SHROOM3",16
"SHROOM4",2
"SHTN1",6
"SI",0
"SIAE",350
"SIAH1",4082
"SIAH1P1",0
"SIAH2",20
"SIAH2-AS1",241
"SIAH3",0
"SIDT1",13
"SIDT1-AS1",2
"SIDT2",53
"SIGIRR",4
"SIGLEC1",0
"SIGLEC10",2
"SIGLEC11",0
"SIGLEC12",0
"SIGLEC14",0
"SIGLEC15",6
"SIGLEC16",274
"SIGLEC17P",0
"SIGLEC18P",0
"SIGLEC20P",0
"SIGLEC21P",0
"SIGLEC22P",0
"SIGLEC27P",0
"SIGLEC29P",0
"SIGLEC30P",0
"SIGLEC31P",0
"SIGLEC5",0
"SIGLEC6",0
"SIGLEC7",0
"SIGLEC8",0
"SIGLEC9",0
"SIGLECL1",0
"SIGMAR1",22
"SIK1",0
"SIK1B",4
"SIK2",407
"SIK3",22
"SIKE1",0
"SIL1",16
"SIM1",0
"SIM2",368
"SIMC1",0
"SIN3A",15
"SIN3B",3
"SINHCAF",0
"SINHCAFP1",0
"SINHCAFP2",0
"SINHCAFP3",0
"SIPA1",514
"SIPA1L1",13
"SIPA1L2",1
"SIPA1L3",6
"SIRLNT",0
"SIRPA",12
"SIRPAP1",0
"SIRPB1",0
"SIRPB2",0
"SIRPB3P",0
"SIRPD",0
"SIRPG",0
"SIRPG-AS1",0
"SIRT1",181
"SIRT2",0
"SIRT3",789
"SIRT4",7
"SIRT5",7
"SIRT6",2240
"SIRT7",0
"SIT1",0
"SIVA1",2
"SIX1",2
"SIX2",0
"SIX3",0
"SIX3-AS1",0
"SIX4",2
"SIX5",106
"SIX6",0
"SKA1",0
"SKA2",4
"SKA2P1",2
"SKA3",0
"SKAP1",2
"SKAP1-AS1",0
"SKAP2",0
"SKI",15
"SKIDA1",21
"SKIL",0
"SKINT1L",0
"SKIV2L",0
"SKOR1",0
"SKOR2",0
"SKP1",53
"SKP1P1",0
"SKP1P3",0
"SKP2",5
"SLA",9
"SLA2",1136
"SLAIN1",3
"SLAIN2",8
"SLAMF1",0
"SLAMF6",0
"SLAMF6P1",0
"SLAMF7",2
"SLAMF8",2
"SLAMF9",0
"SLBP",0
"SLC10A1",2652
"SLC10A2",0
"SLC10A3",3
"SLC10A4",0
"SLC10A5",0
"SLC10A5P1",0
"SLC10A6",0
"SLC10A7",0
"SLC11A1",2
"SLC11A2",11
"SLC12A1",2
"SLC12A2",0
"SLC12A3",0
"SLC12A4",28
"SLC12A5",255
"SLC12A5-AS1",17
"SLC12A6",625
"SLC12A7",3
"SLC12A8",0
"SLC12A9",275
"SLC12A9-AS1",4
"SLC13A1",0
"SLC13A2",0
"SLC13A3",0
"SLC13A4",152
"SLC13A5",18
"SLC14A1",3
"SLC14A2",1
"SLC14A2-AS1",0
"SLC15A1",1
"SLC15A2",0
"SLC15A3",6
"SLC15A4",2
"SLC15A5",1
"SLC16A1",6
"SLC16A1-AS1",9
"SLC16A10",0
"SLC16A11",361
"SLC16A12",0
"SLC16A12-AS1",4
"SLC16A13",211
"SLC16A14",3
"SLC16A14P1",0
"SLC16A1P1",0
"SLC16A2",47
"SLC16A3",153
"SLC16A4",40
"SLC16A5",0
"SLC16A6",0
"SLC16A6P1",9
"SLC16A7",0
"SLC16A8",260
"SLC16A9",0
"SLC17A1",5377
"SLC17A2",1
"SLC17A3",0
"SLC17A4",18
"SLC17A5",4
"SLC17A6",0
"SLC17A7",1
"SLC17A8",0
"SLC17A9",2
"SLC18A1",0
"SLC18A2",1469
"SLC18A3",0
"SLC18B1",0
"SLC19A1",19213
"SLC19A2",10
"SLC19A3",0
"SLC1A1",184
"SLC1A2",8
"SLC1A3",0
"SLC1A4",17
"SLC1A5",4
"SLC1A6",0
"SLC1A7",0
"SLC20A1",4
"SLC20A1P1",0
"SLC20A1P2",0
"SLC20A1P3",0
"SLC20A2",223
"SLC22A1",39
"SLC22A10",324
"SLC22A11",0
"SLC22A12",0
"SLC22A13",0
"SLC22A14",0
"SLC22A15",0
"SLC22A16",0
"SLC22A17",0
"SLC22A18",154
"SLC22A18AS",1219
"SLC22A2",51
"SLC22A20P",0
"SLC22A23",203
"SLC22A24",0
"SLC22A25",0
"SLC22A3",46
"SLC22A31",0
"SLC22A4",60
"SLC22A5",8
"SLC22A6",0
"SLC22A7",424
"SLC22A8",0
"SLC22A9",8
"SLC23A1",22
"SLC23A2",17
"SLC23A3",1
"SLC24A1",138
"SLC24A2",0
"SLC24A3",0
"SLC24A4",2
"SLC24A5",1
"SLC25A1",28
"SLC25A10",0
"SLC25A11",45
"SLC25A12",0
"SLC25A13",21
"SLC25A14",0
"SLC25A14P1",1
"SLC25A15",14
"SLC25A15P1",0
"SLC25A15P2",0
"SLC25A15P3",0
"SLC25A15P4",0
"SLC25A15P5",0
"SLC25A16",1
"SLC25A17",0
"SLC25A18",376
"SLC25A18P1",0
"SLC25A19",15
"SLC25A1P1",1
"SLC25A1P2",0
"SLC25A1P3",0
"SLC25A1P4",0
"SLC25A1P5",17
"SLC25A2",0
"SLC25A20",0
"SLC25A20P1",0
"SLC25A21",39
"SLC25A21-AS1",0
"SLC25A22",54
"SLC25A23",17
"SLC25A24",0
"SLC25A24P1",1
"SLC25A24P2",0
"SLC25A25",439
"SLC25A25-AS1",1152
"SLC25A26",261
"SLC25A27",1
"SLC25A28",0
"SLC25A29",14
"SLC25A3",1
"SLC25A30",4
"SLC25A30-AS1",525
"SLC25A31",0
"SLC25A32",7
"SLC25A33",18
"SLC25A34",0
"SLC25A34-AS1",4
"SLC25A35",51
"SLC25A36",0
"SLC25A36P1",0
"SLC25A37",1
"SLC25A38",7
"SLC25A38P1",0
"SLC25A39",0
"SLC25A39P1",24
"SLC25A39P2",0
"SLC25A3P1",0
"SLC25A3P2",8
"SLC25A4",8
"SLC25A40",159
"SLC25A41",0
"SLC25A42",2
"SLC25A43",6
"SLC25A44",5
"SLC25A45",5
"SLC25A46",2
"SLC25A47",20
"SLC25A47P1",0
"SLC25A48",0
"SLC25A5",7
"SLC25A5-AS1",999
"SLC25A51",6
"SLC25A51P1",0
"SLC25A51P2",0
"SLC25A51P3",0
"SLC25A52",0
"SLC25A53",0
"SLC25A5P1",31
"SLC25A5P2",0
"SLC25A5P3",0
"SLC25A5P4",0
"SLC25A5P5",0
"SLC25A5P6",0
"SLC25A5P7",0
"SLC25A5P8",0
"SLC25A5P9",0
"SLC25A6",0
"SLC25A6P1",0
"SLC25A6P2",0
"SLC25A6P3",0
"SLC25A6P4",0
"SLC25A6P5",0
"SLC25A6P6",0
"SLC26A1",266
"SLC26A10",15
"SLC26A11",5
"SLC26A2",135
"SLC26A3",3
"SLC26A4",0
"SLC26A4-AS1",1
"SLC26A5",8
"SLC26A6",0
"SLC26A7",0
"SLC26A8",0
"SLC26A9",2
"SLC27A1",40
"SLC27A2",16
"SLC27A3",0
"SLC27A4",0
"SLC27A5",321
"SLC27A6",0
"SLC28A1",0
"SLC28A2",22
"SLC28A3",0
"SLC29A1",1
"SLC29A2",291
"SLC29A3",3
"SLC29A4",1568
"SLC29A4P1",0
"SLC29A4P2",0
"SLC2A1",2
"SLC2A1-AS1",0
"SLC2A10",5
"SLC2A11",0
"SLC2A12",80
"SLC2A13",0
"SLC2A13P1",0
"SLC2A14",0
"SLC2A2",4
"SLC2A3",0
"SLC2A3P1",0
"SLC2A3P2",0
"SLC2A3P4",169
"SLC2A4",0
"SLC2A4RG",16
"SLC2A5",0
"SLC2A6",0
"SLC2A7",0
"SLC2A8",6
"SLC2A9",0
"SLC2AXP1",0
"SLC30A1",25
"SLC30A10",44
"SLC30A2",0
"SLC30A3",0
"SLC30A4",6
"SLC30A5",4
"SLC30A6",0
"SLC30A7",6
"SLC30A8",0
"SLC30A9",0
"SLC31A1",94
"SLC31A1P1",0
"SLC31A2",114
"SLC32A1",0
"SLC33A1",0
"SLC34A1",10397
"SLC34A2",0
"SLC34A3",16
"SLC35A1",2
"SLC35A2",587
"SLC35A3",13
"SLC35A4",31
"SLC35A5",183
"SLC35B1",7
"SLC35B2",2
"SLC35B3",0
"SLC35B4",4
"SLC35C1",7
"SLC35C2",7
"SLC35D1",14
"SLC35D2",9
"SLC35D3",0
"SLC35E1",19
"SLC35E1P1",0
"SLC35E2A",8
"SLC35E2B",26
"SLC35E3",5
"SLC35E4",48
"SLC35F1",1
"SLC35F2",0
"SLC35F3",0
"SLC35F4",4
"SLC35F5",1
"SLC35F6",0
"SLC35G1",0
"SLC35G2",31
"SLC35G3",0
"SLC35G4",0
"SLC35G5",0
"SLC35G6",0
"SLC36A1",0
"SLC36A2",0
"SLC36A3",2
"SLC36A4",7
"SLC37A1",2
"SLC37A2",16
"SLC37A3",0
"SLC37A4",3
"SLC38A1",0
"SLC38A10",181
"SLC38A11",5
"SLC38A2",5
"SLC38A3",159
"SLC38A4",53
"SLC38A5",0
"SLC38A6",1
"SLC38A7",0
"SLC38A8",0
"SLC38A9",0
"SLC39A1",33
"SLC39A10",0
"SLC39A11",2
"SLC39A12",0
"SLC39A12-AS1",0
"SLC39A13",751
"SLC39A14",24
"SLC39A2",0
"SLC39A3",0
"SLC39A4",0
"SLC39A5",142
"SLC39A6",0
"SLC39A7",0
"SLC39A8",0
"SLC39A9",322
"SLC3A1",275
"SLC3A2",6
"SLC40A1",14
"SLC41A1",4
"SLC41A2",1
"SLC41A3",4
"SLC43A1",10
"SLC43A2",0
"SLC43A3",8
"SLC44A1",10
"SLC44A2",6
"SLC44A3",2431
"SLC44A3-AS1",0
"SLC44A4",0
"SLC44A5",0
"SLC45A1",36
"SLC45A2",0
"SLC45A3",4
"SLC45A4",4
"SLC46A1",200
"SLC46A2",11
"SLC46A3",0
"SLC47A1",151
"SLC47A1P1",44
"SLC47A1P2",37
"SLC47A2",1818
"SLC48A1",186
"SLC49A3",26
"SLC4A1",0
"SLC4A10",0
"SLC4A11",216
"SLC4A1AP",83
"SLC4A1APP1",0
"SLC4A1APP2",0
"SLC4A2",4686
"SLC4A3",0
"SLC4A4",0
"SLC4A5",6
"SLC4A7",0
"SLC4A8",0
"SLC4A9",16
"SLC50A1",281
"SLC51A",365
"SLC51B",28
"SLC52A1",1
"SLC52A2",0
"SLC52A3",0
"SLC5A1",0
"SLC5A10",220
"SLC5A11",0
"SLC5A12",0
"SLC5A2",3441
"SLC5A3",0
"SLC5A4",0
"SLC5A4-AS1",3
"SLC5A4P1",0
"SLC5A5",1
"SLC5A6",235
"SLC5A7",0
"SLC5A8",0
"SLC5A9",32
"SLC6A1",31
"SLC6A1-AS1",242
"SLC6A10P",0
"SLC6A11",0
"SLC6A12",0
"SLC6A13",8
"SLC6A14",0
"SLC6A15",0
"SLC6A16",0
"SLC6A17",1
"SLC6A18",0
"SLC6A19",0
"SLC6A2",0
"SLC6A20",0
"SLC6A21P",3
"SLC6A3",0
"SLC6A4",0
"SLC6A5",0
"SLC6A6",0
"SLC6A6P1",0
"SLC6A7",0
"SLC6A8",2128
"SLC6A9",295
"SLC7A1",1
"SLC7A10",3003
"SLC7A11",0
"SLC7A11-AS1",21
"SLC7A13",0
"SLC7A14",0
"SLC7A15P",0
"SLC7A2",27
"SLC7A3",0
"SLC7A4",0
"SLC7A5",0
"SLC7A5P1",0
"SLC7A5P2",0
"SLC7A6",196
"SLC7A6OS",64
"SLC7A7",4287
"SLC7A8",0
"SLC7A9",0
"SLC8A1",1
"SLC8A1-AS1",12
"SLC8A2",0
"SLC8A3",3
"SLC8B1",813
"SLC9A1",0
"SLC9A2",0
"SLC9A3",489
"SLC9A3-AS1",0
"SLC9A3P1",0
"SLC9A3P2",0
"SLC9A3P3",0
"SLC9A3R1",418
"SLC9A3R2",302
"SLC9A4",0
"SLC9A5",75
"SLC9A6",21
"SLC9A7",38
"SLC9A7P1",0
"SLC9A8",32
"SLC9A9",1
"SLC9A9-AS1",0
"SLC9A9-AS2",4
"SLC9B1",436
"SLC9B1P1",0
"SLC9B1P2",0
"SLC9B1P3",0
"SLC9B1P4",0
"SLC9B2",9
"SLC9C1",0
"SLC9C2",0
"SLCO1A2",760
"SLCO1B1",5
"SLCO1B3",0
"SLCO1B7",0
"SLCO1C1",0
"SLCO2A1",0
"SLCO2B1",23
"SLCO3A1",2
"SLCO4A1",1
"SLCO4A1-AS1",1
"SLCO4C1",0
"SLCO5A1",0
"SLCO6A1",0
"SLED1",0
"SLF1",14
"SLF2",13
"SLFN11",0
"SLFN12",0
"SLFN12L",0
"SLFN13",0
"SLFN14",0
"SLFN5",0
"SLFNL1",198
"SLFNL1-AS1",141
"SLIRP",291
"SLIT1",14
"SLIT1-AS1",0
"SLIT2",0
"SLIT2-IT1",0
"SLIT3",5
"SLITRK1",0
"SLITRK2",0
"SLITRK3",0
"SLITRK4",0
"SLITRK5",1
"SLITRK6",0
"SLK",5
"SLMAP",2
"SLN",0
"SLPI",3
"SLTM",2
"SLU7",3
"SLURP1",1532
"SLURP2",0
"SLX1A",0
"SLX1A-SULT1A3",0
"SLX1B",0
"SLX1B-SULT1A4",0
"SLX4",0
"SLX4IP",191
"SMAD1",22
"SMAD1-AS1",357
"SMAD1-AS2",15
"SMAD2",1
"SMAD3",9
"SMAD4",28
"SMAD5",15
"SMAD5-AS1",87
"SMAD6",2
"SMAD7",4
"SMAD9",6
"SMAD9-IT1",0
"SMAGP",2815
"SMAP1",0
"SMAP2",0
"SMARCA1",0
"SMARCA2",15
"SMARCA4",24
"SMARCA5",2
"SMARCA5-AS1",547
"SMARCAD1",0
"SMARCAL1",2
"SMARCB1",0
"SMARCC1",3
"SMARCC2",29
"SMARCD1",16
"SMARCD2",2669
"SMARCD3",2576
"SMARCE1",0
"SMARCE1P1",0
"SMARCE1P2",0
"SMARCE1P3",0
"SMARCE1P4",0
"SMARCE1P5",0
"SMARCE1P6",0
"SMARCE1P7",0
"SMBD1P",0
"SMC1A",12
"SMC1B",26
"SMC2",0
"SMC2-AS1",0
"SMC3",0
"SMC4",18
"SMC4P1",0
"SMC5",2
"SMC5-AS1",1
"SMC6",23
"SMCHD1",3
"SMCO1",0
"SMCO2",0
"SMCO3",3
"SMCO4",0
"SMCO4P1",0
"SMCP",0
"SMCR2",0
"SMCR5",2
"SMCR8",769
"SMDT1",0
"SMG1",7
"SMG1P1",2
"SMG1P2",0
"SMG1P3",2
"SMG1P4",0
"SMG1P5",8
"SMG1P6",0
"SMG1P7",0
"SMG5",9
"SMG6",70
"SMG6-IT1",0
"SMG7",8
"SMG7-AS1",87
"SMG8",0
"SMG9",2
"SMILR",0
"SMIM1",77
"SMIM10",0
"SMIM10L1",50
"SMIM10L2A",0
"SMIM10L2B",0
"SMIM10L2B-AS1",0
"SMIM11A",0
"SMIM11B",0
"SMIM11P1",0
"SMIM12",0
"SMIM12P1",1
"SMIM13",7
"SMIM14",24
"SMIM15",125
"SMIM15-AS1",467
"SMIM17",0
"SMIM18",15
"SMIM19",115
"SMIM2",20
"SMIM2-AS1",0
"SMIM2-IT1",3
"SMIM20",1
"SMIM21",0
"SMIM22",385
"SMIM23",0
"SMIM24",0
"SMIM25",0
"SMIM26",0
"SMIM27",899
"SMIM28",0
"SMIM29",1268
"SMIM3",2
"SMIM30",0
"SMIM31",0
"SMIM32",9
"SMIM33",25
"SMIM34A",0
"SMIM34B",0
"SMIM35",52
"SMIM36",0
"SMIM4",78
"SMIM5",79
"SMIM6",47
"SMIM7",2
"SMIM8",0
"SMIM9",0
"SMKR1",0
"SMLR1",204
"SMN1",0
"SMN2",1
"SMNDC1",975
"SMO",14
"SMOC1",14
"SMOC2",0
"SMOX",0
"SMPD1",80
"SMPD2",0
"SMPD3",148
"SMPD4",1205
"SMPD4P1",0
"SMPD4P2",0
"SMPD5",1044
"SMPDL3A",26
"SMPDL3B",1
"SMPX",0
"SMR3A",0
"SMR3B",0
"SMS",0
"SMTN",67
"SMTNL1",982
"SMTNL2",0
"SMU1",1962
"SMUG1",2
"SMUG1-AS1",2
"SMUG1P1",0
"SMURF1",82
"SMURF2",4
"SMURF2P1",0
"SMURF2P1-LRRC37BP1",0
"SMYD1",0
"SMYD2",2
"SMYD3",4
"SMYD3-IT1",0
"SMYD4",12826
"SMYD5",323
"SNAI1",0
"SNAI1P1",0
"SNAI2",0
"SNAI3",55
"SNAI3-AS1",7
"SNAP23",157
"SNAP23P1",1065
"SNAP25",6
"SNAP25-AS1",29
"SNAP29",2
"SNAP47",577
"SNAP47-AS1",14
"SNAP91",0
"SNAPC1",0
"SNAPC2",1
"SNAPC3",384
"SNAPC4",0
"SNAPC5",0
"SNAPC5P1",0
"SNAPIN",1072
"SNCA",0
"SNCA-AS1",0
"SNCAIP",233
"SNCB",0
"SNCG",0
"SND1",9
"SND1-IT1",0
"SNED1",429
"SNF8",1120
"SNHG1",0
"SNHG10",2
"SNHG11",0
"SNHG12",3
"SNHG14",316
"SNHG15",2
"SNHG16",2
"SNHG17",0
"SNHG18",0
"SNHG19",0
"SNHG20",0
"SNHG21",0
"SNHG22",313
"SNHG25",0
"SNHG26",4
"SNHG27",0
"SNHG28",63
"SNHG3",0
"SNHG4",0
"SNHG5",7
"SNHG6",2
"SNHG7",508
"SNHG8",3
"SNHG9",0
"SNIP1",15
"SNN",822
"SNORA1",0
"SNORA10",0
"SNORA108",0
"SNORA10B",0
"SNORA11",0
"SNORA11B",0
"SNORA11C",0
"SNORA11D",0
"SNORA11E",0
"SNORA11F",4
"SNORA12",0
"SNORA13",0
"SNORA14A",0
"SNORA14B",0
"SNORA15",0
"SNORA15B-1",2
"SNORA15B-2",5
"SNORA16A",0
"SNORA16B",0
"SNORA17A",0
"SNORA17B",0
"SNORA18",0
"SNORA19",0
"SNORA1B",0
"SNORA20",0
"SNORA20B",0
"SNORA21",0
"SNORA21B",0
"SNORA22",3
"SNORA22B",0
"SNORA22C",6
"SNORA23",0
"SNORA24",0
"SNORA24B",0
"SNORA25",0
"SNORA25B",0
"SNORA26",0
"SNORA27",0
"SNORA28",0
"SNORA29",0
"SNORA2A",0
"SNORA2B",0
"SNORA2C",0
"SNORA30",0
"SNORA30B",0
"SNORA31",0
"SNORA32",0
"SNORA33",0
"SNORA35",0
"SNORA35B",0
"SNORA36A",0
"SNORA36B",0
"SNORA36C",0
"SNORA37",0
"SNORA38",0
"SNORA38B",0
"SNORA3A",0
"SNORA3B",0
"SNORA3C",0
"SNORA4",0
"SNORA40",0
"SNORA40B",0
"SNORA40C",0
"SNORA41",0
"SNORA41B",0
"SNORA44",0
"SNORA46",0
"SNORA47",2
"SNORA48",0
"SNORA48B",0
"SNORA49",0
"SNORA50A",0
"SNORA50B",0
"SNORA50C",0
"SNORA50D",0
"SNORA51",0
"SNORA52",0
"SNORA53",1
"SNORA54",0
"SNORA55",0
"SNORA56",0
"SNORA57",0
"SNORA58",0
"SNORA58B",0
"SNORA59A",0
"SNORA59B",4
"SNORA5A",0
"SNORA5B",0
"SNORA5C",0
"SNORA6",0
"SNORA60",0
"SNORA61",0
"SNORA62",0
"SNORA63",0
